Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Season
23,Simon Asta,de GER,DF,Greuther Fürth,20,2001,13,9,783,8.7,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.6,7,25,37,0,0,0,0,0,0.03,0.04,0.06,0.03,0.06,Matches,2021-2022
24,Taiwo Awoniyi,ng NGA,FW,Union Berlin,23,1997,31,29,"2,174",24.2,15,1,16,13,2,2,1,0,13.6,12,2.4,14.4,36,51,171,0.62,0.04,0.66,0.54,0.58,0.56,0.1,0.66,0.5,0.6,Matches,2021-2022
25,Sardar Azmoun,ir IRN,"FW,MF",Leverkusen,26,1995,9,4,359,4,1,1,2,1,0,0,0,0,2.9,2.9,0.7,3.6,8,18,22,0.25,0.25,0.5,0.25,0.5,0.74,0.17,0.9,0.74,0.9,Matches,2021-2022
26,Mitchel Bakker,nl NED,DF,Leverkusen,21,2000,25,19,"1,822",20.2,1,4,5,1,0,0,6,0,0.4,0.4,2,2.4,38,77,95,0.05,0.2,0.25,0.05,0.25,0.02,0.1,0.12,0.02,0.12,Matches,2021-2022
27,Ridle Baku,de GER,"DF,FW",Wolfsburg,23,1998,34,28,"2,446",27.2,3,5,8,3,0,0,4,0,1.8,1.8,5.3,7.1,74,104,171,0.11,0.18,0.29,0.11,0.29,0.07,0.19,0.26,0.07,0.26,Matches,2021-2022
28,Aymen Barkok,ma MAR,"MF,DF",Eint Frankfurt,23,1998,5,2,160,1.8,0,0,0,0,0,0,0,0,0,0,0,0.1,3,9,3,0,0,0,0,0,0.02,0.02,0.03,0.02,0.03,Matches,2021-2022
29,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,21,2000,31,20,"1,789",19.9,1,2,3,1,0,0,3,0,2.5,2.5,2.7,5.1,15,54,53,0.05,0.1,0.15,0.05,0.15,0.12,0.14,0.26,0.12,0.26,Matches,2021-2022
30,Jacob Barrett Laursen,dk DEN,DF,Arminia,26,1994,24,20,"1,632",18.1,2,0,2,2,0,0,1,0,0.2,0.2,0.4,0.7,25,42,24,0.11,0,0.11,0.11,0.11,0.01,0.02,0.04,0.01,0.04,Matches,2021-2022
31,Abdourahmane Barry,gn GUI,DF,Greuther Fürth,21,2000,8,1,210,2.3,0,0,0,0,0,0,2,0,0,0,0.1,0.1,3,8,12,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,Matches,2021-2022
32,Maximilian Bauer,de GER,DF,Greuther Fürth,21,2000,26,18,"1,690",18.8,0,0,0,0,0,0,5,0,0.2,0.2,0,0.2,4,27,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches,2021-2022
33,Oliver Baumann,de GER,GK,Hoffenheim,31,1990,33,33,"2,970",33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2021-2022
34,Timo Baumgartl,de GER,DF,Union Berlin,25,1996,25,25,"2,166",24.1,1,2,3,1,0,0,5,0,1.5,1.5,1,2.5,7,103,14,0.04,0.08,0.12,0.04,0.12,0.06,0.04,0.1,0.06,0.1,Matches,2021-2022
35,Julian Baumgartlinger,at AUT,"MF,FW",Leverkusen,33,1988,6,1,88,1,0,0,0,0,0,0,1,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,Matches,2021-2022
36,Christoph Baumgartner,at AUT,"MF,FW",Hoffenheim,21,1999,29,23,"1,888",21,7,2,9,7,0,0,5,0,7,7,3.7,10.8,34,83,116,0.33,0.1,0.43,0.33,0.43,0.33,0.18,0.51,0.33,0.51,Matches,2021-2022
37,Noah Joel Sarenren Bazee,ng NGA,"MF,FW",Augsburg,24,1996,14,1,241,2.7,1,0,1,1,0,0,1,0,0.6,0.6,0.2,0.8,10,5,26,0.37,0,0.37,0.37,0.37,0.22,0.09,0.31,0.22,0.31,Matches,2021-2022
38,Ihlas Bebou,tg TOG,"FW,DF",Hoffenheim,27,1994,28,25,"2,091",23.2,7,2,9,7,0,0,0,0,9.4,9.4,1.6,11,48,55,166,0.3,0.09,0.39,0.3,0.39,0.41,0.07,0.47,0.41,0.47,Matches,2021-2022
39,Sheraldo Becker,sr SUR,"FW,MF",Union Berlin,26,1995,28,22,"1,758",19.5,4,6,10,4,0,0,4,0,2.4,2.4,6.8,9.1,82,58,195,0.2,0.31,0.51,0.2,0.51,0.12,0.35,0.47,0.12,0.47,Matches,2021-2022
40,Kevin Behrens,de GER,FW,Union Berlin,30,1991,24,2,499,5.5,2,2,4,2,0,0,1,0,2.4,2.4,1.6,4,9,16,48,0.36,0.36,0.72,0.36,0.72,0.44,0.29,0.73,0.44,0.73,Matches,2021-2022
41,Ishak Belfodil,dz ALG,FW,Hertha BSC,29,1992,26,17,"1,636",18.2,5,2,7,4,1,1,1,0,3.7,3,2.2,5.2,35,34,129,0.28,0.11,0.39,0.22,0.33,0.21,0.12,0.33,0.16,0.28,Matches,2021-2022
42,Stefan Bell,de GER,DF,Mainz 05,29,1991,33,33,"2,864",31.8,2,0,2,2,0,0,9,0,1.7,1.7,1.4,3.1,13,93,15,0.06,0,0.06,0.06,0.06,0.05,0.04,0.1,0.05,0.1,Matches,2021-2022
43,Armel Bella Kotchap,de GER,DF,Bochum,19,2001,22,20,"1,768",19.6,0,0,0,0,0,0,5,0,0.6,0.6,0.1,0.6,9,37,1,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches,2021-2022
44,Karim Bellarabi,de GER,"FW,MF",Leverkusen,31,1990,16,9,683,7.6,3,2,5,3,0,0,2,0,2,2,1.2,3.2,24,17,69,0.4,0.26,0.66,0.4,0.66,0.27,0.15,0.42,0.27,0.42,Matches,2021-2022
45,Jude Bellingham,eng ENG,MF,Dortmund,18,2003,32,32,"2,790",31,3,8,11,3,0,0,9,0,4.8,4.8,6,10.8,78,144,138,0.1,0.26,0.35,0.1,0.35,0.15,0.19,0.35,0.15,0.35,Matches,2021-2022
46,George Bello,us USA,DF,Arminia,19,2002,10,3,434,4.8,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,9,13,18,0,0,0,0,0,0.02,0.05,0.07,0.02,0.07,Matches,2021-2022
47,László Bénes,sk SVK,MF,Gladbach,23,1997,13,2,246,2.7,0,0,0,0,0,0,0,0,0.6,0.6,0.6,1.2,6,13,9,0,0,0,0,0,0.21,0.23,0.44,0.21,0.44,Matches,2021-2022
48,Keanan Bennetts,eng ENG,"FW,DF",Gladbach,22,1999,4,0,50,0.6,0,0,0,0,0,0,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0.05,0,0.05,0.05,0.05,Matches,2021-2022
49,Ramy Bensebaini,dz ALG,DF,Gladbach,26,1995,23,22,"2,020",22.4,4,1,5,2,2,2,6,0,3.7,2.1,0.9,3,26,72,66,0.18,0.04,0.22,0.09,0.13,0.17,0.04,0.22,0.1,0.14,Matches,2021-2022
50,Jordan Beyer,de GER,DF,Gladbach,21,2000,17,15,"1,384",15.4,0,0,0,0,0,0,5,0,0.6,0.6,0.3,0.9,25,46,30,0,0,0,0,0,0.04,0.02,0.07,0.04,0.07,Matches,2021-2022
51,Bartosz Białek,pl POL,"FW,DF",Wolfsburg,19,2001,12,1,178,2,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,1,4,14,0,0,0,0,0,0.19,0.06,0.24,0.19,0.24,Matches,2021-2022
52,Ermin Bičakčić,ba BIH,DF,Hoffenheim,31,1990,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2021-2022
53,Tom Bischof,de GER,MF,Hoffenheim,16,2005,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Matches,2021-2022
54,Danny Blum,de GER,FW,Bochum,30,1991,13,2,346,3.8,2,0,2,2,0,0,0,0,0.8,0.8,1.1,1.9,9,10,34,0.52,0,0.52,0.52,0.52,0.21,0.29,0.5,0.21,0.5,Matches,2021-2022
55,Kevin-Prince Boateng,gh GHA,"MF,FW",Hertha BSC,34,1987,18,8,696,7.7,0,0,0,0,0,0,8,0,0.3,0.3,0.5,0.8,0,35,21,0,0,0,0,0,0.03,0.07,0.1,0.03,0.1,Matches,2021-2022
56,Herbert Bockhorn,ug UGA,DF,Bochum,26,1995,18,7,850,9.4,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,31,24,27,0,0,0,0,0,0.03,0.04,0.07,0.03,0.07,Matches,2021-2022
57,Jean-Paul Boëtius,sr SUR,MF,Mainz 05,27,1994,33,19,"1,800",20,2,2,4,2,0,0,3,0,1,1,2.7,3.7,17,119,49,0.1,0.1,0.2,0.1,0.2,0.05,0.13,0.19,0.05,0.19,Matches,2021-2022
58,Tarsis Bonga,de GER,"MF,FW",Bochum,24,1997,3,0,17,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,1,0,2,0,0,0,0,0,1.24,0,1.24,1.24,1.24,Matches,2021-2022
59,Solomon Bonnah,nl NED,DF,RB Leipzig,17,2003,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2021-2022
60,Sebastiaan Bornauw,be BEL,DF,Wolfsburg,22,1999,27,23,"2,007",22.3,1,0,1,1,0,0,4,0,1.1,1.1,0.2,1.3,0,35,5,0.04,0,0.04,0.04,0.04,0.05,0.01,0.06,0.05,0.06,Matches,2021-2022
61,Rafael Borré,co COL,FW,Eint Frankfurt,25,1995,31,28,"2,378",26.4,8,4,12,8,0,0,5,0,7.5,7.5,3.5,11,43,60,168,0.3,0.15,0.45,0.3,0.45,0.29,0.13,0.42,0.29,0.42,Matches,2021-2022
62,Dedryck Boyata,be BEL,DF,Hertha BSC,30,1990,23,22,"1,898",21.1,0,0,0,0,0,0,1,1,0.8,0.8,0.2,1,4,18,0,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,Matches,2021-2022
63,Julian Brandt,de GER,"MF,FW",Dortmund,25,1996,31,22,"2,078",23.1,9,8,17,9,0,0,3,0,4.9,4.9,4.6,9.4,66,126,171,0.39,0.35,0.74,0.39,0.74,0.21,0.2,0.41,0.21,0.41,Matches,2021-2022
64,Iker Bravo,es ESP,FW,Leverkusen,16,2005,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2021-2022
65,Fabian Bredlow,de GER,GK,Stuttgart,26,1995,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2021-2022
66,Josip Brekalo,hr CRO,FW,Wolfsburg,23,1998,1,0,21,0.2,0,1,1,0,0,0,0,0,0,0,0.3,0.3,0,1,3,0,4.29,4.29,0,4.29,0,1.5,1.5,0,1.5,Matches,2021-2022
67,Brian Brobbey,nl NED,"FW,MF",RB Leipzig,19,2002,9,1,131,1.5,0,2,2,0,0,0,0,0,0.6,0.6,0.7,1.4,1,2,12,0,1.37,1.37,0,1.37,0.42,0.51,0.93,0.42,0.93,Matches,2021-2022
68,John Brooks,us USA,DF,Wolfsburg,28,1993,31,29,"2,615",29.1,1,1,2,1,0,0,2,0,0.7,0.7,0.4,1.1,22,130,4,0.03,0.03,0.07,0.03,0.07,0.02,0.02,0.04,0.02,0.04,Matches,2021-2022
69,Daniel Brosinski,de GER,DF,Mainz 05,33,1988,11,4,390,4.3,0,0,0,0,0,0,0,0,0,0,0.6,0.6,9,21,24,0,0,0,0,0,0,0.14,0.14,0,0.14,Matches,2021-2022
70,Cédric Brunner,ch SUI,DF,Arminia,27,1994,27,26,"2,183",24.3,0,1,1,0,0,0,6,0,0.2,0.2,1.2,1.5,23,82,45,0,0.04,0.04,0,0.04,0.01,0.05,0.06,0.01,0.06,Matches,2021-2022
71,Jacob Bruun Larsen,dk DEN,"FW,MF",Hoffenheim,22,1998,25,9,812,9,4,0,4,4,0,0,1,0,2.8,2.8,2,4.8,31,27,106,0.44,0,0.44,0.44,0.44,0.31,0.22,0.53,0.31,0.53,Matches,2021-2022
72,Sascha Burchert,de GER,GK,Greuther Fürth,31,1989,14,14,"1,260",14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Matches,2021-2022
73,Delano Burgzorg,sr SUR,MF,Mainz 05,22,1998,3,0,27,0.3,1,0,1,1,0,0,0,0,0.3,0.3,0,0.3,0,0,3,3.33,0,3.33,3.33,3.33,0.85,0,0.85,0.85,0.85,Matches,2021-2022
74,Jonathan Burkardt,de GER,"FW,MF",Mainz 05,21,2000,34,32,"2,611",29,11,3,14,10,1,1,0,0,12.8,12,2.7,14.8,64,64,200,0.38,0.1,0.48,0.34,0.45,0.44,0.09,0.54,0.42,0.51,Matches,2021-2022
75,Roman Bürki,ch SUI,GK,Dortmund,30,1990,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2021-2022
76,Daniel Caligiuri,it ITA,"DF,MF",Augsburg,33,1988,28,24,"2,004",22.3,4,2,6,1,3,3,4,0,4.3,1.9,2.4,4.3,52,77,90,0.18,0.09,0.27,0.04,0.13,0.19,0.11,0.3,0.08,0.19,Matches,2021-2022
77,Emre Can,de GER,"DF,MF",Dortmund,27,1994,24,19,"1,690",18.8,5,1,6,1,4,4,5,0,3.3,0.2,0.8,1,31,119,19,0.27,0.05,0.32,0.05,0.11,0.18,0.04,0.22,0.01,0.05,Matches,2021-2022
78,Koen Casteels,be BEL,GK,Wolfsburg,29,1992,28,28,"2,520",28,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,2021-2022
79,Gonzalo Castro,de GER,"MF,FW",Arminia,34,1987,12,4,436,4.8,1,1,2,1,0,0,0,0,0.8,0.8,0.4,1.2,7,13,15,0.21,0.21,0.41,0.21,0.41,0.17,0.07,0.24,0.17,0.24,Matches,2021-2022
80,Julian Chabot,de GER,DF,Köln,23,1998,4,2,209,2.3,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,Matches,2021-2022
81,Timothy Chandler,us USA,DF,Eint Frankfurt,31,1990,17,15,"1,212",13.5,0,0,0,0,0,0,4,0,0.5,0.5,0.6,1.2,16,40,63,0,0,0,0,0,0.04,0.05,0.09,0.04,0.09,Matches,2021-2022
82,Justin Che,us USA,"FW,DF",Hoffenheim,17,2003,2,0,41,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,2,5,0,0,0,0,0,0.23,0,0.23,0.23,0.23,Matches,2021-2022
83,Max Christiansen,de GER,MF,Greuther Fürth,24,1996,27,22,"2,054",22.8,0,0,0,0,0,0,5,0,0.4,0.4,0.5,0.9,8,79,9,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04,Matches,2021-2022
84,Kingsley Coman,fr FRA,"FW,DF",Bayern Munich,25,1996,21,16,"1,359",15.1,6,2,8,6,0,0,1,1,4,4,3,7,83,55,233,0.4,0.13,0.53,0.4,0.53,0.26,0.2,0.46,0.26,0.46,Matches,2021-2022
85,Lucas Copado,de GER,FW,Bayern Munich,17,2004,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0.25,Matches,2021-2022
86,Sergio Córdova,ve VEN,"FW,MF",Augsburg,23,1997,13,2,328,3.6,0,0,0,0,0,0,2,0,0.7,0.7,0.1,0.8,6,9,16,0,0,0,0,0,0.2,0.02,0.22,0.2,0.22,Matches,2021-2022
87,Danny da Costa,de GER,"DF,MF",Eint Frankfurt,28,1993,11,7,725,8.1,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.3,12,30,29,0,0,0,0,0,0.02,0.02,0.03,0.02,0.03,Matches,2021-2022
88,Tanguy Coulibaly,fr FRA,"FW,MF",Stuttgart,20,2001,21,11,"1,079",12,0,1,1,0,0,0,8,0,0.8,0.8,0.6,1.4,27,14,88,0,0.08,0.08,0,0.08,0.07,0.05,0.12,0.07,0.12,Matches,2021-2022
89,Mickaël Cuisance,fr FRA,MF,Bayern Munich,21,1999,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,3,1,0,0,0,0,0,0,3.46,3.46,0,3.46,Matches,2021-2022
90,Matheus Cunha,br BRA,FW,Hertha BSC,22,1999,1,1,64,0.7,0,1,1,0,0,0,0,0,0.3,0.3,0.9,1.2,2,1,1,0,1.41,1.41,0,1.41,0.4,1.24,1.64,0.4,1.64,Matches,2021-2022
91,Rafael Czichos,de GER,DF,Köln,31,1990,17,16,"1,402",15.6,0,1,1,0,0,0,4,0,0.1,0.1,0.4,0.5,19,87,3,0,0.06,0.06,0,0.06,0.01,0.02,0.03,0.01,0.03,Matches,2021-2022
92,Lennart-Marten Czyborra,de GER,DF,Arminia,22,1999,4,1,131,1.5,0,0,0,0,0,0,1,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,Matches,2021-2022
93,Moanes Dabbur,il ISR,"FW,MF",Hoffenheim,29,1992,27,17,"1,310",14.6,3,4,7,3,0,0,5,0,4.5,4.5,2.4,6.9,11,51,96,0.21,0.27,0.48,0.21,0.48,0.31,0.16,0.47,0.31,0.47,Matches,2021-2022
94,Finn Dahmen,de GER,GK,Mainz 05,23,1998,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2021-2022
95,Mahmoud Dahoud,de GER,MF,Dortmund,25,1996,22,20,"1,658",18.4,2,3,5,2,0,0,7,1,1.2,1.2,3,4.3,28,116,46,0.11,0.16,0.27,0.11,0.27,0.07,0.16,0.23,0.07,0.23,Matches,2021-2022
96,Márton Dárdai,hu HUN,DF,Hertha BSC,19,2002,12,9,755,8.4,0,1,1,0,0,0,2,0,0.1,0.1,0.2,0.3,7,19,2,0,0.12,0.12,0,0.12,0.01,0.02,0.03,0.01,0.03,Matches,2021-2022
97,Vladimír Darida,cz CZE,MF,Hertha BSC,30,1990,25,23,"1,786",19.8,2,5,7,2,0,0,6,0,1.9,1.9,3.4,5.2,15,88,69,0.1,0.25,0.35,0.1,0.35,0.09,0.17,0.26,0.09,0.26,Matches,2021-2022
98,Alphonso Davies,ca CAN,DF,Bayern Munich,20,2000,22,20,"1,740",19.3,0,3,3,0,0,0,3,0,1.3,1.3,4.1,5.4,113,98,201,0,0.16,0.16,0,0.16,0.07,0.21,0.28,0.07,0.28,Matches,2021-2022
99,Saulo Decarli,ch SUI,DF,Bochum,29,1992,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0.29,0.29,0.29,Matches,2021-2022
100,Thomas Delaney,dk DEN,MF,Dortmund,29,1991,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,2021-2022
101,Kerem Demirbay,de GER,MF,Leverkusen,28,1993,29,23,"2,049",22.8,1,4,5,0,1,2,10,0,3.3,1.8,3.8,5.6,34,142,47,0.04,0.18,0.22,0,0.18,0.15,0.17,0.31,0.08,0.24,Matches,2021-2022
102,Ermedin Demirović,ba BIH,FW,Freiburg,23,1998,31,9,871,9.7,2,3,5,2,0,0,4,0,3,3,1.6,4.6,16,10,74,0.21,0.31,0.52,0.21,0.52,0.31,0.16,0.47,0.31,0.47,Matches,2021-2022
103,Mike van der Hoorn,nl NED,DF,Arminia,28,1992,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2021-2022
104,Moussa Diaby,fr FRA,"FW,MF",Leverkusen,22,1999,32,32,"2,760",30.7,13,12,25,13,0,1,10,1,8,7.2,9.2,16.4,131,110,261,0.42,0.39,0.82,0.42,0.82,0.26,0.3,0.56,0.24,0.54,Matches,2021-2022
105,Daniel Didavi,de GER,"MF,FW",Stuttgart,31,1990,10,2,277,3.1,0,1,1,0,0,0,1,0,0.8,0.8,0.7,1.5,6,9,25,0,0.32,0.32,0,0.32,0.25,0.24,0.49,0.25,0.49,Matches,2021-2022
106,Javairô Dilrosun,nl NED,FW,Hertha BSC,23,1998,2,1,138,1.5,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches,2021-2022
107,Lee Dongjun,kr KOR,"MF,FW",Hertha BSC,24,1997,4,1,118,1.3,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,4,1,8,0,0,0,0,0,0.19,0,0.19,0.19,0.19,Matches,2021-2022
108,Niklas Dorsch,de GER,MF,Augsburg,23,1998,30,27,"2,324",25.8,1,0,1,1,0,0,8,0,0.2,0.2,0.5,0.7,11,90,7,0.04,0,0.04,0.04,0.04,0.01,0.02,0.03,0.01,0.03,Matches,2021-2022
109,Ondrej Duda,sk SVK,"MF,FW",Köln,26,1994,31,20,"1,611",17.9,2,0,2,2,0,0,5,0,3.9,3.9,2.2,6.1,25,83,81,0.11,0,0.11,0.11,0.11,0.22,0.12,0.34,0.22,0.34,Matches,2021-2022
110,Jeremy Dudziak,tn TUN,"MF,FW",Greuther Fürth,25,1995,22,15,"1,134",12.6,2,0,2,2,0,0,1,0,2.4,2.4,1.1,3.5,18,33,62,0.16,0,0.16,0.16,0.16,0.19,0.09,0.28,0.19,0.28,Matches,2021-2022
